,status,company,date,location,outcome,details,price
263,Retired,RVSN USSR,"Fri Dec 28, 1973 10:12 PM CST","Site 132/2, Plesetsk Cosmodrome, Russia",Success,"Cosmos 627 is a satellite of the Zaliv constellation. Zaliv satellites are used to position Soviet and then Russian nuclear submarines. They were more accurately directing the missiles launched from these submarines, allowing better performance of the Russian army. From 1974, it will be replaced by Parus satellites, more efficient.",Unknown
264,Retired,RVSN USSR,"Fri Dec 28, 1973 10:12 PM CST","Site 132/2, Plesetsk Cosmodrome, Russia",Success,"Cosmos 627 is a satellite of the Zaliv constellation. Zaliv satellites are used to position Soviet and then Russian nuclear submarines. They were more accurately directing the missiles launched from these submarines, allowing better performance of the Russian army. From 1974, it will be replaced by Parus satellites, more efficient.",Unknown
265,Retired,RVSN USSR,"Fri Dec 28, 1973 10:12 PM CST","Site 132/2, Plesetsk Cosmodrome, Russia",Success,"Cosmos 627 is a satellite of the Zaliv constellation. Zaliv satellites are used to position Soviet and then Russian nuclear submarines. They were more accurately directing the missiles launched from these submarines, allowing better performance of the Russian army. From 1974, it will be replaced by Parus satellites, more efficient.",Unknown
266,Retired,RVSN USSR,"Fri Dec 28, 1973 10:12 PM CST","Site 132/2, Plesetsk Cosmodrome, Russia",Success,"Cosmos 627 is a satellite of the Zaliv constellation. Zaliv satellites are used to position Soviet and then Russian nuclear submarines. They were more accurately directing the missiles launched from these submarines, allowing better performance of the Russian army. From 1974, it will be replaced by Parus satellites, more efficient.",Unknown
267,Retired,RVSN USSR,"Fri Dec 28, 1973 10:12 PM CST","Site 132/2, Plesetsk Cosmodrome, Russia",Success,"Cosmos 627 is a satellite of the Zaliv constellation. Zaliv satellites are used to position Soviet and then Russian nuclear submarines. They were more accurately directing the missiles launched from these submarines, allowing better performance of the Russian army. From 1974, it will be replaced by Parus satellites, more efficient.",Unknown
268,Retired,RVSN USSR,"Fri Dec 28, 1973 10:12 PM CST","Site 132/2, Plesetsk Cosmodrome, Russia",Success,"Cosmos 627 is a satellite of the Zaliv constellation. Zaliv satellites are used to position Soviet and then Russian nuclear submarines. They were more accurately directing the missiles launched from these submarines, allowing better performance of the Russian army. From 1974, it will be replaced by Parus satellites, more efficient.",Unknown
269,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
270,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
271,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
272,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
273,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
274,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
275,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
276,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
277,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
278,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
279,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
280,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
281,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
282,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
283,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
284,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
285,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
286,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
287,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
288,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
289,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
290,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
291,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
292,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
293,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
294,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
295,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
296,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
297,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
298,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
299,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
300,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
301,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
302,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
303,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
304,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
305,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
306,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
307,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
308,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
309,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
310,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
311,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
312,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
313,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
314,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
315,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
316,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
317,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
318,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
319,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
320,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
321,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
322,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
323,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
324,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
325,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
326,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
327,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
328,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
329,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
330,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
331,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
332,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
333,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
334,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
335,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
336,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
337,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
338,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
339,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
340,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
341,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
342,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
343,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
344,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
345,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
346,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
347,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
348,Retired,RVSN USSR,"Thu Dec 28, 1972 5:00 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Partial Failure,Orbit too low.,Unknown
349,Retired,RVSN USSR,"Wed Dec 29, 1971 4:50 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Success,"It is a satellite of the Meteor constellation. The constellation is used to study atmospheric and sea surface temperatures, and to collect data on moisture, radiation, ice pack conditions, snow cover, and clouds.",Unknown
350,Retired,RVSN USSR,"Wed Dec 29, 1971 4:50 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Success,"It is a satellite of the Meteor constellation. The constellation is used to study atmospheric and sea surface temperatures, and to collect data on moisture, radiation, ice pack conditions, snow cover, and clouds.",Unknown
351,Retired,RVSN USSR,"Wed Dec 29, 1971 4:50 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Success,"It is a satellite of the Meteor constellation. The constellation is used to study atmospheric and sea surface temperatures, and to collect data on moisture, radiation, ice pack conditions, snow cover, and clouds.",Unknown
352,Retired,RVSN USSR,"Wed Dec 29, 1971 4:50 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Success,"It is a satellite of the Meteor constellation. The constellation is used to study atmospheric and sea surface temperatures, and to collect data on moisture, radiation, ice pack conditions, snow cover, and clouds.",Unknown
353,Retired,RVSN USSR,"Wed Dec 29, 1971 4:50 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Success,"It is a satellite of the Meteor constellation. The constellation is used to study atmospheric and sea surface temperatures, and to collect data on moisture, radiation, ice pack conditions, snow cover, and clouds.",Unknown
354,Retired,RVSN USSR,"Wed Dec 29, 1971 4:50 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Success,"It is a satellite of the Meteor constellation. The constellation is used to study atmospheric and sea surface temperatures, and to collect data on moisture, radiation, ice pack conditions, snow cover, and clouds.",Unknown
355,Retired,RVSN USSR,"Wed Dec 29, 1971 4:50 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Success,"It is a satellite of the Meteor constellation. The constellation is used to study atmospheric and sea surface temperatures, and to collect data on moisture, radiation, ice pack conditions, snow cover, and clouds.",Unknown
356,Retired,RVSN USSR,"Wed Dec 29, 1971 4:50 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Success,"It is a satellite of the Meteor constellation. The constellation is used to study atmospheric and sea surface temperatures, and to collect data on moisture, radiation, ice pack conditions, snow cover, and clouds.",Unknown
357,Retired,RVSN USSR,"Wed Dec 29, 1971 4:50 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Success,"It is a satellite of the Meteor constellation. The constellation is used to study atmospheric and sea surface temperatures, and to collect data on moisture, radiation, ice pack conditions, snow cover, and clouds.",Unknown
358,Retired,RVSN USSR,"Wed Dec 29, 1971 4:50 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Success,"It is a satellite of the Meteor constellation. The constellation is used to study atmospheric and sea surface temperatures, and to collect data on moisture, radiation, ice pack conditions, snow cover, and clouds.",Unknown
359,Retired,RVSN USSR,"Wed Dec 29, 1971 4:50 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Success,"It is a satellite of the Meteor constellation. The constellation is used to study atmospheric and sea surface temperatures, and to collect data on moisture, radiation, ice pack conditions, snow cover, and clouds.",Unknown
360,Retired,RVSN USSR,"Wed Dec 29, 1971 4:50 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Success,"It is a satellite of the Meteor constellation. The constellation is used to study atmospheric and sea surface temperatures, and to collect data on moisture, radiation, ice pack conditions, snow cover, and clouds.",Unknown
361,Retired,RVSN USSR,"Wed Dec 29, 1971 4:50 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Success,"It is a satellite of the Meteor constellation. The constellation is used to study atmospheric and sea surface temperatures, and to collect data on moisture, radiation, ice pack conditions, snow cover, and clouds.",Unknown
362,Retired,RVSN USSR,"Wed Dec 29, 1971 4:50 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Success,"It is a satellite of the Meteor constellation. The constellation is used to study atmospheric and sea surface temperatures, and to collect data on moisture, radiation, ice pack conditions, snow cover, and clouds.",Unknown
363,Retired,RVSN USSR,"Wed Dec 29, 1971 4:50 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Success,"It is a satellite of the Meteor constellation. The constellation is used to study atmospheric and sea surface temperatures, and to collect data on moisture, radiation, ice pack conditions, snow cover, and clouds.",Unknown
364,Retired,RVSN USSR,"Wed Dec 29, 1971 4:50 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Success,"It is a satellite of the Meteor constellation. The constellation is used to study atmospheric and sea surface temperatures, and to collect data on moisture, radiation, ice pack conditions, snow cover, and clouds.",Unknown
365,Retired,RVSN USSR,"Wed Dec 29, 1971 4:50 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Success,"It is a satellite of the Meteor constellation. The constellation is used to study atmospheric and sea surface temperatures, and to collect data on moisture, radiation, ice pack conditions, snow cover, and clouds.",Unknown
366,Retired,RVSN USSR,"Wed Dec 29, 1971 4:50 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Success,"It is a satellite of the Meteor constellation. The constellation is used to study atmospheric and sea surface temperatures, and to collect data on moisture, radiation, ice pack conditions, snow cover, and clouds.",Unknown
367,Retired,RVSN USSR,"Wed Dec 29, 1971 4:50 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Success,"It is a satellite of the Meteor constellation. The constellation is used to study atmospheric and sea surface temperatures, and to collect data on moisture, radiation, ice pack conditions, snow cover, and clouds.",Unknown
368,Retired,RVSN USSR,"Wed Dec 29, 1971 4:50 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Success,"It is a satellite of the Meteor constellation. The constellation is used to study atmospheric and sea surface temperatures, and to collect data on moisture, radiation, ice pack conditions, snow cover, and clouds.",Unknown
369,Retired,RVSN USSR,"Wed Dec 29, 1971 4:50 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Success,"It is a satellite of the Meteor constellation. The constellation is used to study atmospheric and sea surface temperatures, and to collect data on moisture, radiation, ice pack conditions, snow cover, and clouds.",Unknown
370,Retired,RVSN USSR,"Wed Dec 29, 1971 4:50 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Success,"It is a satellite of the Meteor constellation. The constellation is used to study atmospheric and sea surface temperatures, and to collect data on moisture, radiation, ice pack conditions, snow cover, and clouds.",Unknown
371,Retired,RVSN USSR,"Wed Dec 29, 1971 4:50 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Success,"It is a satellite of the Meteor constellation. The constellation is used to study atmospheric and sea surface temperatures, and to collect data on moisture, radiation, ice pack conditions, snow cover, and clouds.",Unknown
372,Retired,RVSN USSR,"Wed Dec 29, 1971 4:50 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Success,"It is a satellite of the Meteor constellation. The constellation is used to study atmospheric and sea surface temperatures, and to collect data on moisture, radiation, ice pack conditions, snow cover, and clouds.",Unknown
373,Retired,RVSN USSR,"Wed Dec 29, 1971 4:50 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Success,"It is a satellite of the Meteor constellation. The constellation is used to study atmospheric and sea surface temperatures, and to collect data on moisture, radiation, ice pack conditions, snow cover, and clouds.",Unknown
374,Retired,RVSN USSR,"Wed Dec 29, 1971 4:50 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Success,"It is a satellite of the Meteor constellation. The constellation is used to study atmospheric and sea surface temperatures, and to collect data on moisture, radiation, ice pack conditions, snow cover, and clouds.",Unknown
375,Retired,RVSN USSR,"Wed Dec 29, 1971 4:50 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Success,"It is a satellite of the Meteor constellation. The constellation is used to study atmospheric and sea surface temperatures, and to collect data on moisture, radiation, ice pack conditions, snow cover, and clouds.",Unknown
376,Retired,RVSN USSR,"Wed Dec 29, 1971 4:50 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Success,"It is a satellite of the Meteor constellation. The constellation is used to study atmospheric and sea surface temperatures, and to collect data on moisture, radiation, ice pack conditions, snow cover, and clouds.",Unknown
377,Retired,RVSN USSR,"Wed Dec 29, 1971 4:50 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Success,"It is a satellite of the Meteor constellation. The constellation is used to study atmospheric and sea surface temperatures, and to collect data on moisture, radiation, ice pack conditions, snow cover, and clouds.",Unknown
378,Retired,RVSN USSR,"Wed Dec 29, 1971 4:50 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Success,"It is a satellite of the Meteor constellation. The constellation is used to study atmospheric and sea surface temperatures, and to collect data on moisture, radiation, ice pack conditions, snow cover, and clouds.",Unknown
379,Retired,RVSN USSR,"Wed Dec 29, 1971 4:50 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Success,"It is a satellite of the Meteor constellation. The constellation is used to study atmospheric and sea surface temperatures, and to collect data on moisture, radiation, ice pack conditions, snow cover, and clouds.",Unknown
380,Retired,RVSN USSR,"Wed Dec 29, 1971 4:50 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Success,"It is a satellite of the Meteor constellation. The constellation is used to study atmospheric and sea surface temperatures, and to collect data on moisture, radiation, ice pack conditions, snow cover, and clouds.",Unknown
381,Retired,RVSN USSR,"Wed Dec 29, 1971 4:50 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Success,"It is a satellite of the Meteor constellation. The constellation is used to study atmospheric and sea surface temperatures, and to collect data on moisture, radiation, ice pack conditions, snow cover, and clouds.",Unknown
382,Retired,RVSN USSR,"Wed Dec 29, 1971 4:50 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Success,"It is a satellite of the Meteor constellation. The constellation is used to study atmospheric and sea surface temperatures, and to collect data on moisture, radiation, ice pack conditions, snow cover, and clouds.",Unknown
383,Retired,RVSN USSR,"Wed Dec 29, 1971 4:50 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Success,"It is a satellite of the Meteor constellation. The constellation is used to study atmospheric and sea surface temperatures, and to collect data on moisture, radiation, ice pack conditions, snow cover, and clouds.",Unknown
384,Retired,RVSN USSR,"Wed Dec 29, 1971 4:50 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Success,"It is a satellite of the Meteor constellation. The constellation is used to study atmospheric and sea surface temperatures, and to collect data on moisture, radiation, ice pack conditions, snow cover, and clouds.",Unknown
385,Retired,RVSN USSR,"Wed Dec 29, 1971 4:50 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Success,"It is a satellite of the Meteor constellation. The constellation is used to study atmospheric and sea surface temperatures, and to collect data on moisture, radiation, ice pack conditions, snow cover, and clouds.",Unknown
386,Retired,RVSN USSR,"Wed Dec 29, 1971 4:50 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Success,"It is a satellite of the Meteor constellation. The constellation is used to study atmospheric and sea surface temperatures, and to collect data on moisture, radiation, ice pack conditions, snow cover, and clouds.",Unknown
387,Retired,RVSN USSR,"Wed Dec 29, 1971 4:50 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Success,"It is a satellite of the Meteor constellation. The constellation is used to study atmospheric and sea surface temperatures, and to collect data on moisture, radiation, ice pack conditions, snow cover, and clouds.",Unknown
388,Retired,RVSN USSR,"Wed Dec 29, 1971 4:50 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Success,"It is a satellite of the Meteor constellation. The constellation is used to study atmospheric and sea surface temperatures, and to collect data on moisture, radiation, ice pack conditions, snow cover, and clouds.",Unknown
389,Retired,RVSN USSR,"Wed Dec 29, 1971 4:50 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Success,"It is a satellite of the Meteor constellation. The constellation is used to study atmospheric and sea surface temperatures, and to collect data on moisture, radiation, ice pack conditions, snow cover, and clouds.",Unknown
390,Retired,RVSN USSR,"Wed Dec 29, 1971 4:50 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Success,"It is a satellite of the Meteor constellation. The constellation is used to study atmospheric and sea surface temperatures, and to collect data on moisture, radiation, ice pack conditions, snow cover, and clouds.",Unknown
391,Retired,RVSN USSR,"Wed Dec 29, 1971 4:50 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Success,"It is a satellite of the Meteor constellation. The constellation is used to study atmospheric and sea surface temperatures, and to collect data on moisture, radiation, ice pack conditions, snow cover, and clouds.",Unknown
392,Retired,RVSN USSR,"Wed Dec 29, 1971 4:50 AM CST","Site 43/4, Plesetsk Cosmodrome, Russia",Success,"It is a satellite of the Meteor constellation. The constellation is used to study atmospheric and sea surface temperatures, and to collect data on moisture, radiation, ice pack conditions, snow cover, and clouds.",Unknown
